fid,disc_loss,gen_loss
136.35992431640625,31.431612193584442,1057.9755020141602
120.85186767578125,27.459600925445557,819.6723480224609
114.3079833984375,25.465578019618988,798.8770999908447
105.69987487792969,23.4896103143692,774.9937896728516
106.88084411621094,24.2450612783432,800.8924579620361
93.61770629882812,24.37070643901825,740.0339641571045
92.50114440917969,25.188463658094406,732.7032413482666
90.98495483398438,25.153860926628113,731.1271600723267
95.30917358398438,25.692455261945724,694.8972272872925
106.33071899414062,25.025565266609192,698.4756383895874
84.40756225585938,25.105166614055634,680.2573747634888
82.51289367675781,26.26492938399315,649.916540145874
83.20645141601562,24.73971337080002,631.1999998092651
87.03292846679688,26.3134888112545,614.644024848938
80.15423583984375,24.47579914331436,625.8938646316528
79.62152099609375,24.523745477199554,607.1082534790039
79.79150390625,24.46110039949417,599.0176162719727
82.23432922363281,26.999042123556137,592.5053539276123
83.7957763671875,24.54073390364647,586.5215702056885
82.34994506835938,25.794774770736694,595.0884227752686
76.89764404296875,24.893939346075058,570.967357635498
78.02529907226562,25.88631772994995,558.0594730377197
79.2938232421875,24.8970685005188,555.116247177124
76.5787353515625,25.417770087718964,555.0650043487549
76.63731384277344,26.23815742135048,562.564395904541
76.69070434570312,25.200064301490784,550.6967868804932
74.50090026855469,25.791213423013687,537.2778234481812
76.61293029785156,25.096048176288605,525.599326133728
78.82684326171875,25.81588450074196,542.3323783874512
75.9404296875,25.12597221136093,524.1739768981934
75.19508361816406,25.49408483505249,529.2980222702026
75.83833312988281,25.115726619958878,511.7272262573242
74.76441955566406,26.183591544628143,498.9218063354492
76.04779052734375,26.111446976661682,491.87884426116943
74.15548706054688,25.557350158691406,477.5535545349121
75.83787536621094,25.846571445465088,485.2060708999634
75.29328918457031,25.915062487125397,476.05623054504395
75.8204345703125,26.26626068353653,467.65084075927734
71.55299377441406,25.63742619752884,463.6962890625
71.0560302734375,26.315107822418213,458.72917461395264
71.3837890625,26.03733468055725,437.68658447265625
71.16348266601562,25.942160189151764,441.5042676925659
70.84075927734375,26.057081937789917,437.1019277572632
73.03408813476562,25.991299629211426,440.62820053100586
70.91387939453125,25.395438194274902,450.2745952606201
71.25558471679688,26.134372234344482,425.5881042480469
72.67108154296875,25.903615415096283,418.13835620880127
70.21656799316406,26.240623235702515,419.18956756591797
69.19563293457031,25.551123082637787,411.9101839065552
70.77395629882812,26.015380024909973,411.98647117614746
70.91580200195312,25.268831372261047,413.1776475906372
71.3555908203125,25.06962788105011,426.0657901763916
68.4000244140625,25.40062290430069,411.46491622924805
70.10867309570312,25.254663944244385,404.87298107147217
68.38789367675781,25.464901387691498,411.27760887145996
69.34196472167969,25.740215629339218,410.31925773620605
69.32060241699219,24.889242589473724,413.303671836853
68.7879638671875,24.25384086370468,410.09732151031494
67.53364562988281,25.7914736866951,405.62756156921387
67.39309692382812,24.162449598312378,407.6473627090454
66.70352172851562,25.591763257980347,394.4170322418213
67.92001342773438,23.84245476126671,409.0663814544678
66.36309814453125,23.927114069461823,413.08630657196045
66.75875854492188,24.530059307813644,413.48462867736816
69.25796508789062,22.095644295215607,404.7100763320923
66.04690551757812,24.621424436569214,425.49801540374756
73.224609375,23.534923523664474,431.704927444458
79.1328125,22.243281722068787,435.9651803970337
68.49899291992188,23.987665116786957,443.3746795654297
70.3984375,23.05820870399475,428.99302101135254
69.09109497070312,23.76137262582779,422.7550563812256
86.53706359863281,23.914997428655624,434.46661853790283
68.55374145507812,23.708422303199768,420.3550138473511
70.87995910644531,23.613669127225876,437.4580430984497
71.8184814453125,23.729474991559982,425.9770755767822
68.1585693359375,22.5058351457119,420.3386068344116
69.42691040039062,24.52010253071785,418.79236221313477
80.22235107421875,23.319372534751892,431.18010807037354
66.62188720703125,24.442531019449234,426.24523544311523
71.24436950683594,23.01311159133911,433.19004821777344
66.66940307617188,23.664485573768616,418.1194019317627
63.129791259765625,24.29491898417473,413.58577823638916
68.28472900390625,23.550995588302612,413.05989170074463
66.34634399414062,24.51797041296959,418.58948516845703
71.39447021484375,23.593204826116562,411.42781829833984
63.769287109375,24.269463270902634,414.11367893218994
62.541717529296875,23.888619869947433,409.67453956604004
66.88848876953125,23.907045662403107,420.3168182373047
60.731842041015625,24.637130737304688,416.8252925872803
67.5386962890625,23.61788672208786,411.56932735443115
66.48443603515625,24.03872501850128,410.26099014282227
67.71066284179688,23.58271035552025,406.55659198760986
63.0390625,23.62842720746994,404.32250118255615
64.19882202148438,24.088013887405396,415.0559320449829
67.05073547363281,23.44791167974472,419.09008407592773
64.74557495117188,23.61348184943199,408.3060140609741
77.01638793945312,24.508803009986877,406.96916484832764
63.0501708984375,23.554303646087646,404.88281059265137
62.672027587890625,23.879272431135178,400.8335123062134
63.2509765625,22.99803501367569,406.1119031906128
64.84521484375,24.12473064661026,415.770396232605
65.28948974609375,23.928047209978104,423.8009033203125